src_ip,dst_ip,src_port,dst_port,protocol,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,avg_pkt_size,pkt_size_entropy,duration,pkt_rate,byte_rate,syn_count,fin_count,rst_count,ack_count
10.8.8.130,178.237.19.227,48410,443,TCP,35,0,1604,0,45.82857142857143,0.3731399901212818,989.998709,0.03535358145603399973726632405,1.620204133013672445102148108,0,0,0,35
10.8.8.130,178.237.18.202,34342,443,TCP,34,0,1564,0,46.0,-0.0,989.998688,0.03434347985721775017140224735,1.579800073432016507884503378,0,0,0,34
178.237.19.227,10.8.8.130,443,48410,TCP,0,35,0,1400,40.0,-0.0,989.991624,0.03535383446840152255672013645,1.414153378736060902268805458,0,0,0,35
178.237.18.202,10.8.8.130,443,34342,TCP,0,34,0,1360,40.0,-0.0,989.989346,0.03434380393826985689601552540,1.373752157530794275840621016,0,0,0,34
64.12.104.73,10.8.8.130,443,42784,TCP,0,3,0,120,40.0,-0.0,600.400787,0.004996662337819353990953379613,0.1998664935127741596381351845,0,0,0,3
10.8.8.130,64.12.104.73,42784,443,TCP,3,0,120,0,40.0,-0.0,600.400789,0.004996662321174931034276172479,0.1998664928469972413710468991,0,0,0,3
64.12.27.66,10.8.8.130,443,38929,TCP,0,4,0,160,40.0,-0.0,603.219814,0.006631081916019423062253720996,0.2652432766407769224901488398,0,0,1,4
10.8.8.130,64.12.27.66,38929,443,TCP,3,0,120,0,40.0,-0.0,600.399453,0.004996673439674169723135973610,0.1998669375869667889254389444,0,0,0,3
10.8.8.130,198.7.63.141,0,0,OTHER,2,0,128,0,64.0,-0.0,0.000816,2450.980392156862745098039216,156862.7450980392156862745098,0,0,0,0
10.8.8.130,78.46.223.24,0,0,OTHER,2,0,529,0,264.5,1.0,0.123823,16.15208806118410957576540707,4272.227292183196982789950171,0,0,0,0
198.7.63.141,10.8.8.130,0,0,OTHER,0,2,0,591,295.5,1.0,0.807467,2.476881408156618165200559280,731.9184561102806678167652672,0,0,0,0
78.46.223.24,10.8.8.130,0,0,OTHER,0,1,0,437,437.0,-0.0,0.0,0,0,0,0,0,0
10.8.8.130,137.116.224.167,43819,443,TCP,11,0,1266,0,115.0909090909091,2.40400975732486,0.784843,14.01554196189556382614102438,1613.061465796343982172230624,1,1,0,10
137.116.224.167,10.8.8.130,443,43819,TCP,0,8,0,3980,497.5,2.5,0.784059,10.20331378123330004502212206,5076.148606163566772398505725,1,1,0,8
10.8.8.130,67.18.187.111,0,0,OTHER,1,0,76,0,76.0,-0.0,0.0,0,0,0,0,0,0
67.18.187.111,10.8.8.130,0,0,OTHER,0,1,0,76,76.0,-0.0,0.0,0,0,0,0,0,0
10.8.8.110,199.233.217.27,0,0,OTHER,3,0,228,0,76.0,-0.0,1024.999837,0.002926829733729996680965325851,0.2224390597634797477533647647,0,0,0,0
199.233.217.27,10.8.8.110,0,0,OTHER,0,3,0,228,76.0,-0.0,1024.998029,0.002926834896382030018518211219,0.2224394521250342814073840526,0,0,0,0
10.8.8.110,216.58.208.46,33063,80,TCP,10,0,520,0,52.0,-0.0,75.261143,0.1328706899920454304022462162,6.909275879586362380916803243,0,1,0,10
216.58.208.46,10.8.8.110,80,33063,TCP,0,9,0,468,52.0,-0.0,75.140043,0.1197763488104471806064843482,6.228370138143253391537186105,0,1,0,9
10.8.8.110,198.7.63.141,0,0,OTHER,51,0,3381,0,66.29411764705883,2.0119209285947934,1170.061252,0.04358746169298835989485446186,2.889592313411640094205939913,0,0,0,0
10.8.8.110,78.46.223.24,0,0,OTHER,39,0,5388,0,138.15384615384616,1.6121146320158934,1170.214124,0.03332723405071463656338504422,4.604285565775652866756887648,0,0,0,0
198.7.63.141,10.8.8.110,0,0,OTHER,0,51,0,12770,250.3921568627451,3.290127068957596,1170.071260,0.04358708887525363198819189867,10.91386519484291922527863816,0,0,0,0
78.46.223.24,10.8.8.110,0,0,OTHER,0,26,0,6786,261.0,1.667054278117316,1170.071428,0.02222086564787051615792467671,5.799645934094204717218340623,0,0,0,0
10.8.8.110,64.233.184.16,37386,465,TCP,21,0,2193,0,104.42857142857143,2.9385400412082454,3.031201,6.927947041453206171415224527,723.4756124717562444720755898,1,1,0,20
64.233.184.16,10.8.8.110,465,37386,TCP,0,23,0,5675,246.7391304347826,3.132257608230926,3.031462,7.587098238407738576304106731,1872.034021867996366109817639,1,1,2,21
10.8.8.110,216.58.208.46,33072,80,TCP,17,0,1327,0,78.05882352941177,0.6402064333604701,116.274644,0.1462055648177258663548348512,11.41263438312483674428622632,1,1,0,16
216.58.208.46,10.8.8.110,80,33072,TCP,0,15,0,1567,104.46666666666667,0.6998428398862386,116.152701,0.1291403460346565681671061614,13.49086148242045615452369033,1,1,0,15
10.8.8.110,64.233.184.16,37388,465,TCP,16,0,2198,0,137.375,3.375,2.409995,6.639017923273699737966261341,912.0350872097245015031151517,1,1,0,15
64.233.184.16,10.8.8.110,465,37388,TCP,0,22,0,2005,91.13636363636364,2.6767370300521325,2.408419,9.134623169805586154236451382,832.4963388845545563292765918,1,1,2,20
10.8.8.110,64.233.184.16,37389,465,TCP,15,0,2155,0,143.66666666666666,3.456564762130954,2.261762,6.631997531128385745272933226,952.7969786387780854042114069,1,1,0,14
64.233.184.16,10.8.8.110,465,37389,TCP,0,20,0,1901,95.05,2.8219280948873626,2.261346,8.844290082101544832148640677,840.6497723037518362957282963,1,1,2,18
10.8.8.110,63.245.216.134,46949,443,TCP,14,0,1766,0,126.14285714285714,1.7695459925589747,1.481955,9.446980508854857266246276034,1191.669112759834138013637391,1,1,0,13
10.8.8.110,63.245.216.134,46950,443,TCP,11,0,1049,0,95.36363636363636,1.6729330318733675,6.287725,1.749440377879121621890270328,166.8329960359271437602630522,1,1,0,10
63.245.216.134,10.8.8.110,443,46949,TCP,0,11,0,3776,343.27272727272725,2.550340709546388,1.214228,9.059254110430660469038763725,3109.794865544197630099124711,1,1,0,11
63.245.216.134,10.8.8.110,443,46950,TCP,0,8,0,3118,389.75,2.1556390622295662,6.020449,1.328804545973232229024778717,517.9015717930672612624075048,1,1,0,8
10.8.8.110,93.184.220.29,39913,80,TCP,8,0,1298,0,162.25,1.2987949406953985,16.015774,0.4995075479961193258596181490,81.04509966237036062072304467,1,1,0,7
93.184.220.29,10.8.8.110,80,39913,TCP,0,7,0,1948,278.2857142857143,1.3787834934861753,16.017369,0.4370255814172727118916970696,121.6179760858353203950036988,1,1,0,7
10.8.8.110,93.184.220.29,39914,80,TCP,4,0,216,0,54.0,0.8112781244591328,5.613120,0.7126161564334986602816259050,38.48127244740892765520779887,1,1,0,3
93.184.220.29,10.8.8.110,80,39914,TCP,0,2,0,112,56.0,1.0,5.484874,0.3646391877005743431845471746,20.41979451123216321833464178,1,1,0,2
10.8.8.110,63.245.217.162,45061,443,TCP,13,0,2647,0,203.6153846153846,2.1887870678023824,12.663461,1.026575594144444397941447445,209.0265844384880247193085682,1,1,0,12
10.8.8.110,63.245.217.162,45062,443,TCP,12,0,1918,0,159.83333333333334,1.9473387961875537,12.411453,0.9668489257462442149198808552,154.5346866317747003513609567,1,1,0,11
63.245.217.162,10.8.8.110,443,45061,TCP,0,14,0,4578,327.0,2.5495234595978316,12.665282,1.105383993818692706565870385,361.4605659787125150470396159,1,1,2,12
63.245.217.162,10.8.8.110,443,45062,TCP,0,13,0,3993,307.15384615384613,2.4996981431844145,12.414351,1.047175160425220778758390189,321.6438781213774284294040019,1,1,2,11
10.8.8.110,64.233.184.16,37396,465,TCP,17,0,2227,0,131.0,3.057476076289931,2.317308,7.336098610974458293847861398,961.0289180376540364940698431,1,1,0,16
64.233.184.16,10.8.8.110,465,37396,TCP,0,19,0,1855,97.63157894736842,2.897849384264468,2.302086,8.253384104677236210984298588,805.7909217987512195460986253,1,1,2,17
10.8.8.110,64.233.184.16,37397,465,TCP,15,0,2126,0,141.73333333333332,3.240223928941852,2.434756,6.160781614256212942898590249,873.1881141272472477734935246,1,1,0,14
64.233.184.16,10.8.8.110,465,37397,TCP,0,21,0,1959,93.28571428571429,2.748063850732055,2.429926,8.642238487921031340049038530,806.1973903732047807217174515,1,1,2,19
10.8.8.110,63.245.216.132,39035,443,TCP,12,0,1629,0,135.75,1.9473387961875537,1.339761,8.956821403220425135527903857,1215.888505487172712147912949,1,1,0,11
10.8.8.110,63.245.216.132,39036,443,TCP,12,0,1080,0,90.0,1.584962500721156,6.280621,1.910639091261835414045840372,171.9575182135651872641256334,1,1,0,11
63.245.216.132,10.8.8.110,443,39035,TCP,0,11,0,4908,446.1818181818182,2.2998963911678914,1.075072,10.23187284200500059530896535,4565.275628050958447434218359,1,1,0,11
63.245.216.132,10.8.8.110,443,39036,TCP,0,9,0,4183,464.77777777777777,2.113283334294875,6.014060,1.496493217560183968899545399,695.5367921171388379896442669,1,1,0,9
10.8.8.110,93.184.220.29,39921,80,TCP,10,0,1839,0,183.9,1.295461844238322,17.292124,0.5782979580761738696761600831,106.3489944902083746334458393,1,1,0,9
93.184.220.29,10.8.8.110,80,39921,TCP,0,8,0,2788,348.5,1.4056390622295665,17.292912,0.4626172850471915892476640140,161.2221238389462688528109089,1,1,0,8
10.8.8.110,93.184.220.29,39922,80,TCP,4,0,216,0,54.0,0.8112781244591328,5.603258,0.7138703946882331672037946495,38.54900131316459102900491107,1,1,0,3
93.184.220.29,10.8.8.110,80,39922,TCP,0,2,0,112,56.0,1.0,5.474390,0.3653375079232572030856405919,20.45890044370240337279587315,1,1,0,2
10.8.8.110,63.245.217.114,54950,443,TCP,19,0,2151,0,113.21052631578948,1.442508097190614,12.406107,1.531503798895173159477022083,173.3823511275535508439512895,1,1,0,18
10.8.8.110,63.245.217.114,54951,443,TCP,11,0,1170,0,106.36363636363636,1.6729330318733675,6.070887,1.811926329710963159090261440,192.7230732510751723759641713,1,1,0,10
63.245.217.114,10.8.8.110,443,54950,TCP,0,25,0,23298,931.92,1.813660689688186,12.407591,2.014895558694673285088136770,1877.721469058739927839336419,1,1,2,23
63.245.217.114,10.8.8.110,443,54951,TCP,0,7,0,3064,437.7142857142857,2.2359263506290326,5.801738,1.206535007268511608073304930,528.1176088958170810195151867,1,1,0,7
10.8.8.110,64.233.184.16,37404,465,TCP,15,0,2128,0,141.86666666666667,3.240223928941852,2.272225,6.601458922421855230005831289,936.5269724609138619634939322,1,1,0,14
64.233.184.16,10.8.8.110,465,37404,TCP,0,21,0,1959,93.28571428571429,2.748063850732055,2.269764,9.252063210095851374856593020,863.0853251703701353973364632,1,1,2,19
10.8.8.110,64.233.184.16,37405,465,TCP,16,0,2197,0,137.3125,3.375,2.366744,6.760342478949983606169488546,928.2795266408196239221478960,1,1,0,15
64.233.184.16,10.8.8.110,465,37405,TCP,0,20,0,1907,95.35,2.8219280948873626,2.369106,8.442003017171878337229317726,804.9449876873385994548154452,1,1,2,18
10.8.8.110,64.233.184.16,37406,465,TCP,15,0,2133,0,142.2,3.240223928941852,2.289234,6.552410107485735403196003554,931.7527172844715743344717054,1,1,0,14
64.233.184.16,10.8.8.110,465,37406,TCP,0,19,0,1855,97.63157894736842,2.897849384264468,2.291385,8.291928244271477730717448181,809.5540470065047994989929671,1,1,2,17
10.8.8.110,64.233.184.16,37407,465,TCP,16,0,2223,0,138.9375,3.375,2.246094,7.123477467995551388321236778,989.7181507096319210148818349,1,1,0,15
64.233.184.16,10.8.8.110,465,37407,TCP,0,20,0,1901,95.05,2.8219280948873626,2.246980,8.900835788480538322548487303,846.0244416950751675582337181,1,1,2,18
10.8.8.110,64.233.184.16,37408,465,TCP,18,0,2395,0,133.05555555555554,3.197159723424149,2.471826,7.282065970662983559522393567,968.9193333187692013920073662,1,1,0,17
64.233.184.16,10.8.8.110,465,37408,TCP,0,20,0,1907,95.35,2.8219280948873626,2.471423,8.092503792349589689826468395,771.6202366005333769249537615,1,1,2,18
10.8.8.110,64.233.184.16,37409,465,TCP,17,0,2254,0,132.58823529411765,3.286895754518762,2.385386,7.126729175068521404921467637,944.9204447414380733348816502,1,1,0,16
64.233.184.16,10.8.8.110,465,37409,TCP,0,20,0,1901,95.05,2.8219280948873626,2.388153,8.374672812001576113423218697,796.0126507807498095808769371,1,1,2,18
10.8.8.110,64.233.184.16,37410,465,TCP,14,0,2074,0,148.14285714285714,3.3248629576173565,2.328264,6.013063810633158439077355489,890.7924530895121859033168060,1,1,0,13
64.233.184.16,10.8.8.110,465,37410,TCP,0,19,0,1855,97.63157894736842,2.897849384264468,2.326661,8.166209000795560676866978043,797.2798787618823713467496984,1,1,2,17
10.8.8.110,64.233.184.16,37411,465,TCP,17,0,2251,0,132.41176470588235,3.286895754518762,2.315250,7.342619587517546701220170608,972.2492171471763308498002376,1,1,0,16
64.233.184.16,10.8.8.110,465,37411,TCP,0,20,0,1901,95.05,2.8219280948873626,2.312889,8.647194050384605573375981294,821.9157944890567597493870220,1,1,2,18
10.8.8.110,64.233.184.16,37412,465,TCP,15,0,2118,0,141.2,3.240223928941852,2.324022,6.454327885020021325099332106,911.3510973648270111040256934,1,1,0,14
64.233.184.16,10.8.8.110,465,37412,TCP,0,19,0,1855,97.63157894736842,2.897849384264468,2.325625,8.169846815372211771029293201,797.6350443429185702768073099,1,1,2,17
10.8.8.110,64.233.184.16,37413,465,TCP,15,0,2122,0,141.46666666666667,3.240223928941852,2.379514,6.303808256644003775560891846,891.7787413732384007826808331,1,1,0,14
64.233.184.16,10.8.8.110,465,37413,TCP,0,19,0,1855,97.63157894736842,2.897849384264468,2.378905,7.986867907713843133710677812,779.7705246741673164754372285,1,1,2,17
10.8.8.110,64.233.184.16,37414,465,TCP,15,0,2120,0,141.33333333333334,3.240223928941852,2.189398,6.851198365943515066698699825,968.3027023866834627600829086,1,1,0,14
64.233.184.16,10.8.8.110,465,37414,TCP,0,19,0,1849,97.3157894736842,2.897849384264468,2.185313,8.694406705126450993519006202,846.1030525146740993166653930,1,1,2,17
10.8.8.110,64.233.184.16,37415,465,TCP,17,0,2228,0,131.05882352941177,3.057476076289931,2.296598,7.402253245888048321909189157,970.1306018728571565419807907,1,1,0,16
64.233.184.16,10.8.8.110,465,37415,TCP,0,19,0,1849,97.3157894736842,2.897849384264468,2.301194,8.256583321527867706938224244,803.4959242897382836909882435,1,1,2,17
10.8.8.110,64.233.184.16,37416,465,TCP,16,0,2201,0,137.5625,3.375,2.461108,6.501136886312993984823095939,894.3126429234312350372271351,1,1,0,15
64.233.184.16,10.8.8.110,465,37416,TCP,0,20,0,1901,95.05,2.8219280948873626,2.452531,8.154840856241980223695439528,775.1176233858002202622515271,1,1,2,18
10.8.8.110,64.233.184.16,37417,465,TCP,15,0,2130,0,142.0,3.240223928941852,2.312615,6.486163931307199858169215369,921.0352782456223798600285824,1,1,0,14
64.233.184.16,10.8.8.110,465,37417,TCP,0,19,0,1843,97.0,2.897849384264468,2.311549,8.219596469726577286486247966,797.3008575634779967891660527,1,1,2,17
10.8.8.110,64.233.184.16,37418,465,TCP,16,0,2203,0,137.6875,3.375,2.425222,6.597334182190331441822645515,908.3704502103312603959555043,1,1,0,15
64.233.184.16,10.8.8.110,465,37418,TCP,0,20,0,1901,95.05,2.8219280948873626,2.425307,8.246378705871050551538423795,783.8182959930433549237271818,1,1,2,18
10.8.8.110,64.233.184.16,37419,465,TCP,16,0,2200,0,137.5,3.375,2.288217,6.992343820537999673981969367,961.4472753239749551725207880,1,1,0,15
64.233.184.16,10.8.8.110,465,37419,TCP,0,20,0,1907,95.35,2.8219280948873626,2.284158,8.755961715432995440770734774,834.8809495665361152774895607,1,1,2,18
10.8.8.110,64.233.184.16,37420,465,TCP,16,0,2203,0,137.6875,3.375,2.328487,6.871414785652657712926892012,946.1079232995503088486214439,1,1,0,15
64.233.184.16,10.8.8.110,465,37420,TCP,0,20,0,1907,95.35,2.8219280948873626,2.338195,8.553606521269611815952048482,815.5863818030574866510278227,1,1,2,18
10.8.8.110,74.125.133.16,57573,995,TCP,76,0,5640,0,74.21052631578948,2.1216201085604687,7.834203,9.701050636548478511470790328,719.9200735543870895354639138,1,1,0,75
74.125.133.16,10.8.8.110,995,57573,TCP,0,134,0,103495,772.3507462686567,3.151045288258355,7.836658,17.09912567321427067507603369,13206.52247424858913072383662,1,1,2,132
10.8.8.110,74.125.133.16,57574,995,TCP,17,0,1815,0,106.76470588235294,2.721622785434244,2.396075,7.094936510751958932838078942,757.4888098244003213588890164,1,1,0,16
74.125.133.16,10.8.8.110,995,57574,TCP,0,24,0,5199,216.625,3.5016291673878226,2.396094,10.01630153074128143553633539,2169.781319096830090973058653,1,1,2,22
10.8.8.110,64.233.184.16,37423,465,TCP,15,0,2157,0,143.8,3.240223928941852,2.508338,5.980055319498408906614658790,859.9319549438712007711879340,1,1,0,14
64.233.184.16,10.8.8.110,465,37423,TCP,0,19,0,1855,97.63157894736842,2.897849384264468,2.503884,7.588210955459597968595989271,740.8490169672396964076610578,1,1,2,17
10.8.8.110,64.233.184.16,37424,465,TCP,18,0,2306,0,128.11111111111111,3.197159723424149,2.376015,7.575709749307138212511284651,970.5325934390144843361679114,1,1,0,17
64.233.184.16,10.8.8.110,465,37424,TCP,0,20,0,1901,95.05,2.8219280948873626,2.383675,8.390405571229299296254732713,797.5080495453448981090123444,1,1,2,18
10.8.8.110,64.233.184.16,37425,465,TCP,17,0,2225,0,130.88235294117646,3.057476076289931,2.256877,7.532532787564408693960725374,985.8756148429887849448596445,1,1,0,16
64.233.184.16,10.8.8.110,465,37425,TCP,0,19,0,1849,97.3157894736842,2.897849384264468,2.254638,8.427073437066172041808928972,820.0873044808080055423531405,1,1,2,17
10.8.8.110,64.233.184.16,37426,465,TCP,16,0,2206,0,137.875,3.375,2.472140,6.472125365068321373385002467,892.3442847087948093554572152,1,1,0,15
64.233.184.16,10.8.8.110,465,37426,TCP,0,20,0,1907,95.35,2.8219280948873626,2.472248,8.089803288343240645760457689,771.3627435435279955732596406,1,1,2,18
10.8.8.110,64.233.184.16,37427,465,TCP,17,0,2224,0,130.8235294117647,3.057476076289931,2.381282,7.139011675223682033459287896,933.9507038645569907302033107,1,1,0,16
64.233.184.16,10.8.8.110,465,37427,TCP,0,19,0,1849,97.3157894736842,2.897849384264468,2.382374,7.975238144808497742168106267,776.1165963026795960667804467,1,1,2,17
10.8.8.110,64.233.184.16,37428,465,TCP,17,0,2259,0,132.88235294117646,3.286895754518762,2.383440,7.132547913939515993689792904,947.7897492699627429261907159,1,1,0,16
64.233.184.16,10.8.8.110,465,37428,TCP,0,20,0,1901,95.05,2.8219280948873626,2.386725,8.379683457457394546920990060,796.4889126313253516848401052,1,1,2,18
10.8.8.110,64.233.184.16,37429,465,TCP,16,0,2203,0,137.6875,3.375,3.681059,4.346575265433126717067017942,598.4690818593236348561650329,1,1,0,15
64.233.184.16,10.8.8.110,465,37429,TCP,0,20,0,1901,95.05,2.8219280948873626,3.680421,5.434160928871995893948002144,516.5169962892832097197576038,1,1,2,18
10.8.8.110,64.233.184.16,37430,465,TCP,16,0,2206,0,137.875,3.375,2.401914,6.661354236662927981601339598,918.4342153799011954632846971,1,1,0,15
64.233.184.16,10.8.8.110,465,37430,TCP,0,20,0,1901,95.05,2.8219280948873626,2.390381,8.366867039187476808090425752,795.2707120747696706089949677,1,1,2,18
10.8.8.110,64.233.184.16,37431,465,TCP,16,0,2205,0,137.8125,3.375,2.603808,6.144846317393601986014329782,846.8366331158057736975998230,1,1,0,15
64.233.184.16,10.8.8.110,465,37431,TCP,0,20,0,1901,95.05,2.8219280948873626,2.597677,7.699186619429590360926319939,731.8076881767825638060467102,1,1,2,18
10.8.8.110,64.233.184.16,37432,465,TCP,17,0,2228,0,131.05882352941177,3.057476076289931,2.342377,7.257584923349230290427202794,951.1705417189461815924592839,1,1,0,16
64.233.184.16,10.8.8.110,465,37432,TCP,0,20,0,1907,95.35,2.8219280948873626,2.338828,8.551291501555479924132941798,815.3656446733150107660760005,1,1,2,18
10.8.8.110,64.233.184.16,37433,465,TCP,16,0,2202,0,137.625,3.375,2.359900,6.779948302894190431797957541,933.0903851858129581761939065,1,1,0,15
64.233.184.16,10.8.8.110,465,37433,TCP,0,20,0,1901,95.05,2.8219280948873626,2.360908,8.471316967878460321198454154,805.1986777968476535299130673,1,1,2,18
10.8.8.110,64.233.184.16,37434,465,TCP,15,0,2121,0,141.4,3.240223928941852,2.225915,6.738801796115305391266063619,952.8665739707041823250213957,1,1,0,14
64.233.184.16,10.8.8.110,465,37434,TCP,0,19,0,1849,97.3157894736842,2.897849384264468,2.225927,8.535769591725155407162948291,830.6651565842006498865416521,1,1,2,17
10.8.8.110,64.233.184.16,37435,465,TCP,15,0,2152,0,143.46666666666667,3.456564762130954,2.230951,6.723590074367388615886229684,964.6110560025746867591444187,1,1,0,14
64.233.184.16,10.8.8.110,465,37435,TCP,0,20,0,1901,95.05,2.8219280948873626,2.230243,8.967632675004472606796658481,852.3734857591751212760223886,1,1,2,18
10.8.8.110,64.233.184.16,37436,465,TCP,15,0,2122,0,141.46666666666667,3.240223928941852,2.208254,6.792696854619079145786671280,960.9401817001123964906210970,1,1,0,14
64.233.184.16,10.8.8.110,465,37436,TCP,0,19,0,1855,97.63157894736842,2.897849384264468,2.210159,8.596666574667252446543438730,839.3061313688291204388462550,1,1,2,17
